EmployeeID,ExitDate,ExitReason,TenureAtExit_Months,RehireEligible
EMP36368,2025-03-27,Salary Issues,27,No
EMP36375,2024-12-14,Salary Issues,24,No
EMP36392,2024-12-06,End of Contract,22,Yes
EMP36426,2025-07-04,Work Conditions,29,No
EMP36480,2025-11-15,Better Opportunity,4,Yes
EMP36481,2025-02-27,End of Contract,18,Yes
EMP36483,2024-10-10,Better Opportunity,17,Yes
EMP36509,2024-11-11,Health Issues,21,No
EMP36514,2025-09-20,Terminated,25,No
EMP36529,2025-09-27,Better Opportunity,7,Yes
EMP36536,2025-06-08,Salary Issues,38,No
EMP36553,2024-05-28,Family Reasons,46,Yes
EMP36582,2025-10-24,Better Opportunity,43,Yes
EMP36597,2025-07-04,End of Contract,34,Yes
EMP36601,2025-01-17,Family Reasons,32,Yes
EMP36620,2025-10-26,Better Opportunity,17,Yes
EMP36624,2024-06-24,Salary Issues,20,No
EMP36642,2025-04-25,Salary Issues,9,No
EMP36652,2025-03-19,Family Reasons,41,Yes
EMP36653,2023-03-20,Better Opportunity,35,Yes
EMP36655,2024-12-16,End of Contract,14,Yes
EMP36657,2024-04-24,Family Reasons,45,Yes
EMP36668,2025-04-23,Salary Issues,24,No
EMP36673,2022-07-28,Family Reasons,43,Yes
EMP36677,2024-07-28,Work Conditions,22,No
EMP36681,2025-03-27,End of Contract,40,Yes
EMP36688,2024-10-17,End of Contract,29,Yes
EMP36695,2025-05-27,Family Reasons,7,Yes
EMP36741,2023-06-23,End of Contract,36,Yes
EMP36748,2023-08-09,Family Reasons,38,Yes
EMP36757,2025-10-21,End of Contract,5,Yes
EMP36794,2024-12-27,Family Reasons,20,Yes
EMP36816,2025-05-06,Family Reasons,46,Yes
EMP36818,2025-08-18,Family Reasons,10,Yes
EMP36825,2025-08-03,Better Opportunity,8,Yes
EMP36831,2025-08-18,Salary Issues,30,No
EMP36839,2024-12-30,Family Reasons,11,Yes
EMP36840,2025-06-10,End of Contract,24,Yes
EMP36867,2025-11-09,End of Contract,26,Yes
EMP36893,2025-06-12,Family Reasons,13,Yes
EMP36896,2025-06-11,Better Opportunity,13,Yes
EMP36903,2025-10-29,Salary Issues,23,No
EMP36906,2024-07-07,Better Opportunity,39,Yes
EMP36918,2025-08-08,Better Opportunity,46,Yes
EMP36922,2024-12-02,Better Opportunity,36,Yes
EMP36926,2023-07-22,Work Conditions,30,No
EMP36937,2024-07-31,End of Contract,35,Yes
EMP36941,2024-11-20,Family Reasons,35,Yes
EMP36948,2025-09-03,Family Reasons,4,Yes
EMP36964,2025-01-01,Better Opportunity,20,Yes
EMP36981,2025-03-07,Better Opportunity,11,Yes
EMP36998,2025-06-29,Better Opportunity,33,Yes
EMP37040,2025-05-09,Family Reasons,13,Yes
EMP37071,2024-04-20,End of Contract,28,Yes
EMP37087,2025-03-28,Better Opportunity,24,Yes
EMP37091,2023-12-13,Salary Issues,38,No
EMP37109,2025-03-20,Family Reasons,12,Yes
EMP37137,2023-09-30,Work Conditions,44,No
EMP37138,2025-08-16,Family Reasons,5,Yes
EMP37140,2023-12-27,Better Opportunity,47,Yes
EMP37143,2024-09-16,Better Opportunity,47,Yes
EMP37152,2025-08-11,Better Opportunity,12,Yes
EMP37162,2022-12-22,Family Reasons,40,Yes
EMP37173,2024-08-12,Health Issues,32,No
EMP37179,2025-09-13,Better Opportunity,16,Yes
EMP37246,2023-05-31,Better Opportunity,44,Yes
EMP37298,2025-11-08,Better Opportunity,21,Yes
EMP37300,2025-08-06,End of Contract,29,Yes
EMP37314,2024-04-07,End of Contract,28,Yes
EMP37318,2023-06-28,Better Opportunity,35,Yes
EMP37321,2025-09-10,Better Opportunity,26,Yes
EMP37328,2025-07-13,Health Issues,19,No
EMP37340,2022-07-09,Health Issues,46,No
EMP37351,2024-12-27,Family Reasons,20,Yes
EMP37385,2025-10-03,Better Opportunity,15,Yes
EMP37409,2024-11-28,Family Reasons,22,Yes
EMP37418,2024-12-18,Family Reasons,33,Yes
EMP37423,2023-06-09,End of Contract,44,Yes
EMP37446,2025-07-14,Work Conditions,16,No
EMP37467,2025-07-19,Family Reasons,18,Yes
EMP37490,2024-11-17,Salary Issues,22,No
EMP37491,2024-05-22,Better Opportunity,35,Yes
EMP37496,2023-06-12,End of Contract,35,Yes
EMP37502,2024-04-17,Health Issues,21,No
EMP37510,2025-06-30,End of Contract,20,Yes
EMP37512,2025-10-08,Better Opportunity,13,Yes
EMP37521,2025-10-11,Better Opportunity,10,Yes
EMP37527,2025-09-23,Better Opportunity,20,Yes
EMP37533,2025-03-07,Family Reasons,11,Yes
EMP37556,2025-03-15,Salary Issues,26,No
EMP37613,2025-09-03,Salary Issues,10,No
EMP37617,2024-11-06,Better Opportunity,16,Yes
EMP37649,2024-11-08,Better Opportunity,26,Yes
EMP37651,2024-06-29,Salary Issues,32,No
EMP37669,2023-03-16,End of Contract,43,Yes
EMP37681,2025-10-09,Salary Issues,5,No
EMP37730,2025-07-18,Work Conditions,31,No
EMP37749,2025-10-04,Better Opportunity,21,Yes
EMP37758,2024-06-11,Better Opportunity,30,Yes
EMP37769,2025-09-08,End of Contract,7,Yes
EMP37772,2024-11-04,Salary Issues,15,No
EMP37807,2025-03-28,End of Contract,20,Yes
EMP37846,2023-02-26,Salary Issues,43,No
EMP37861,2025-03-11,Work Conditions,44,No
EMP37864,2024-09-19,Family Reasons,23,Yes
EMP37891,2025-01-01,Health Issues,45,No
EMP37901,2024-08-06,Better Opportunity,22,Yes
EMP37905,2025-10-28,Better Opportunity,26,Yes
EMP37908,2025-07-20,Health Issues,18,No
EMP37918,2025-10-14,End of Contract,44,Yes
EMP37975,2024-04-06,Better Opportunity,36,Yes
EMP37993,2025-10-25,End of Contract,10,Yes
EMP38003,2024-06-23,Work Conditions,40,No
EMP38004,2023-04-16,Better Opportunity,38,Yes
EMP38009,2025-05-25,Family Reasons,8,Yes
EMP38051,2024-06-15,End of Contract,25,Yes
EMP38066,2025-09-30,Salary Issues,35,No
EMP38079,2025-07-25,Family Reasons,15,Yes
EMP38080,2023-01-24,Better Opportunity,43,Yes
EMP38081,2024-05-30,Better Opportunity,23,Yes
EMP38094,2023-09-18,End of Contract,47,Yes
EMP38114,2025-05-30,Better Opportunity,16,Yes
EMP38117,2025-10-12,Better Opportunity,41,Yes
EMP38157,2025-08-10,Family Reasons,18,Yes
EMP38158,2025-07-03,Salary Issues,10,No
EMP38201,2023-03-14,Salary Issues,43,No
EMP38221,2025-09-18,Better Opportunity,3,Yes
EMP38229,2025-05-31,Family Reasons,26,Yes
EMP38233,2025-02-02,Family Reasons,27,Yes
EMP38234,2025-09-13,Better Opportunity,4,Yes
EMP38262,2025-06-01,Better Opportunity,8,Yes
EMP38264,2024-07-24,Salary Issues,22,No
EMP38267,2024-05-14,Better Opportunity,20,Yes
EMP38271,2024-12-31,Better Opportunity,16,Yes
EMP38275,2024-06-03,End of Contract,21,Yes
EMP38283,2022-09-28,Health Issues,40,No
EMP38291,2025-07-11,Family Reasons,18,Yes
EMP38292,2025-10-04,Better Opportunity,36,Yes
EMP38334,2022-12-07,Health Issues,39,No
EMP38340,2024-01-20,End of Contract,25,Yes
EMP38344,2024-05-01,Family Reasons,20,Yes
EMP38349,2025-09-06,Salary Issues,28,No
EMP38351,2024-08-31,End of Contract,41,Yes
EMP38355,2025-01-17,Family Reasons,15,Yes
EMP38357,2025-09-18,End of Contract,5,Yes
EMP38427,2025-10-02,Work Conditions,3,No
EMP38437,2025-03-07,Work Conditions,15,No
EMP38454,2024-07-13,End of Contract,19,Yes
EMP38460,2024-02-06,End of Contract,34,Yes
EMP38467,2025-09-05,Better Opportunity,17,Yes
EMP38472,2025-08-11,Family Reasons,21,Yes
EMP38488,2023-07-28,Family Reasons,36,Yes
EMP38515,2025-08-11,Better Opportunity,24,Yes
EMP38539,2025-06-06,Better Opportunity,40,Yes
EMP38561,2025-08-20,Work Conditions,11,No
EMP38568,2022-04-27,Work Conditions,46,No
EMP38572,2023-01-01,End of Contract,40,Yes
EMP38578,2025-05-14,Family Reasons,15,Yes
EMP38602,2024-10-12,Better Opportunity,29,Yes
EMP38614,2023-11-07,Work Conditions,29,No
EMP38616,2025-10-16,Better Opportunity,8,Yes
EMP38632,2025-04-07,Better Opportunity,31,Yes
EMP38633,2025-04-02,Better Opportunity,46,Yes
EMP38642,2024-11-30,Salary Issues,16,No
EMP38643,2024-03-20,Better Opportunity,38,Yes
EMP38644,2025-09-20,Better Opportunity,27,Yes
EMP38661,2025-08-23,Better Opportunity,4,Yes
EMP38670,2024-09-09,Work Conditions,17,No
EMP38672,2025-05-16,End of Contract,12,Yes
EMP38697,2024-07-04,Better Opportunity,26,Yes
EMP38704,2025-07-10,Better Opportunity,5,Yes
EMP38735,2025-04-12,Salary Issues,14,No
EMP38762,2024-08-09,Salary Issues,44,No
EMP38769,2023-12-13,Better Opportunity,32,Yes
EMP38812,2025-03-07,End of Contract,31,Yes
EMP38816,2025-07-18,Terminated,14,No
EMP38827,2025-01-26,End of Contract,39,Yes
EMP38833,2025-02-26,Salary Issues,24,No
EMP38842,2025-10-02,Family Reasons,28,Yes
EMP38872,2025-06-06,Family Reasons,37,Yes
EMP38878,2024-03-09,Salary Issues,46,No
EMP38880,2023-03-11,Family Reasons,41,Yes
EMP38895,2024-09-21,Family Reasons,20,Yes
EMP38903,2024-01-16,End of Contract,33,Yes
EMP38914,2025-08-06,Work Conditions,4,No
EMP38929,2023-09-07,Family Reasons,40,Yes
EMP38946,2025-08-03,Salary Issues,9,No
EMP38950,2024-08-31,Better Opportunity,22,Yes
EMP38953,2024-11-01,Better Opportunity,32,Yes
EMP38957,2024-10-11,Better Opportunity,21,Yes
EMP38963,2025-09-20,End of Contract,3,Yes
EMP38966,2025-02-17,Better Opportunity,14,Yes
EMP38967,2025-10-15,Better Opportunity,3,Yes
EMP38969,2024-10-06,Work Conditions,27,No
EMP38971,2025-06-10,Salary Issues,6,No
EMP38983,2025-07-25,End of Contract,26,Yes
EMP39003,2025-05-11,End of Contract,26,Yes
EMP39005,2025-04-12,Work Conditions,13,No
EMP39007,2025-09-02,End of Contract,34,Yes
EMP39010,2023-07-01,Salary Issues,31,No
EMP39037,2025-09-13,Family Reasons,30,Yes
EMP39053,2025-04-10,End of Contract,11,Yes
EMP39056,2025-08-21,Better Opportunity,12,Yes
EMP39059,2022-12-30,Work Conditions,43,No
EMP39064,2025-05-01,Better Opportunity,12,Yes
EMP39078,2025-10-19,Work Conditions,3,No
EMP39079,2024-08-05,Better Opportunity,33,Yes
EMP39130,2025-10-18,End of Contract,19,Yes
EMP39143,2025-09-08,Better Opportunity,29,Yes
EMP39153,2025-09-11,End of Contract,21,Yes
EMP39159,2025-03-01,Family Reasons,25,Yes
EMP39177,2023-03-09,End of Contract,35,Yes
EMP39186,2024-11-04,Better Opportunity,14,Yes
EMP39192,2025-09-29,Better Opportunity,10,Yes
EMP39216,2025-03-14,Better Opportunity,46,Yes
EMP39220,2023-01-27,Better Opportunity,38,Yes
EMP39222,2023-06-24,Family Reasons,38,Yes
EMP39232,2025-10-19,End of Contract,9,Yes
EMP39234,2025-10-19,Better Opportunity,6,Yes
EMP39249,2024-10-17,End of Contract,26,Yes
EMP39253,2024-12-24,Salary Issues,36,No
EMP39267,2025-08-27,Health Issues,26,No
EMP39276,2023-11-24,End of Contract,42,Yes
EMP39283,2025-03-13,Salary Issues,17,No
EMP39342,2025-11-03,End of Contract,10,Yes
EMP39362,2025-04-28,Better Opportunity,27,Yes
EMP39364,2025-09-27,End of Contract,3,Yes
EMP39379,2024-10-19,Better Opportunity,15,Yes
EMP39385,2023-04-19,Salary Issues,34,No
EMP39460,2023-05-07,Salary Issues,33,No
EMP39463,2025-01-01,Better Opportunity,12,Yes
EMP39480,2025-08-21,Work Conditions,16,No
EMP39483,2025-01-22,Better Opportunity,21,Yes
EMP39494,2025-08-11,Better Opportunity,18,Yes
EMP39498,2025-03-25,End of Contract,12,Yes
EMP39523,2022-12-28,Salary Issues,44,No
EMP39538,2024-05-26,Better Opportunity,28,Yes
EMP39555,2025-02-08,Better Opportunity,18,Yes
EMP39566,2025-03-06,Family Reasons,23,Yes
EMP39578,2022-10-18,Better Opportunity,38,Yes
EMP39580,2025-03-19,Work Conditions,33,No
EMP39582,2023-07-22,Work Conditions,42,No
EMP39590,2025-11-03,Family Reasons,14,Yes
EMP39596,2025-06-27,Better Opportunity,16,Yes
EMP39624,2025-08-10,Better Opportunity,46,Yes
EMP39631,2023-06-13,Salary Issues,31,No
EMP39632,2023-10-31,Better Opportunity,39,Yes
EMP39638,2025-03-17,End of Contract,10,Yes
EMP39645,2023-07-07,Family Reasons,40,Yes
EMP39655,2023-07-09,Better Opportunity,31,Yes
EMP39660,2024-05-26,Better Opportunity,37,Yes
EMP39664,2023-07-26,Family Reasons,31,Yes
EMP39685,2025-01-18,Work Conditions,14,No
EMP39694,2025-05-06,End of Contract,30,Yes
EMP39699,2025-02-22,End of Contract,44,Yes
EMP39704,2025-04-10,End of Contract,8,Yes
EMP39725,2025-09-19,End of Contract,3,Yes
EMP39726,2025-07-01,Better Opportunity,22,Yes
EMP39733,2025-09-08,Better Opportunity,42,Yes
EMP39747,2024-09-23,Better Opportunity,23,Yes
EMP39755,2025-04-06,Salary Issues,31,No
EMP39770,2023-04-03,Better Opportunity,42,Yes
EMP39787,2025-04-16,Family Reasons,15,Yes
EMP39807,2025-08-22,End of Contract,5,Yes
EMP39823,2024-06-26,Better Opportunity,27,Yes
EMP39837,2024-09-26,End of Contract,46,Yes
EMP39849,2022-04-14,End of Contract,46,Yes
EMP39851,2025-02-19,Work Conditions,19,No
EMP39852,2025-10-11,Family Reasons,29,Yes
EMP39873,2024-12-10,Better Opportunity,35,Yes
EMP39875,2025-05-30,Better Opportunity,18,Yes
EMP39885,2025-10-16,End of Contract,7,Yes
EMP39900,2024-10-24,Work Conditions,31,No
EMP39914,2025-08-21,Family Reasons,5,Yes
EMP39916,2025-01-04,Salary Issues,15,No
EMP39924,2023-07-23,End of Contract,36,Yes
EMP39925,2025-05-23,Family Reasons,19,Yes
EMP39989,2025-07-24,Salary Issues,17,No
EMP39994,2024-08-18,End of Contract,31,Yes
EMP39998,2024-08-14,Family Reasons,30,Yes
EMP40013,2024-03-28,Family Reasons,40,Yes
EMP40023,2025-06-19,Better Opportunity,36,Yes
EMP40062,2024-04-27,Family Reasons,45,Yes
EMP40066,2022-07-26,Family Reasons,44,Yes
EMP40075,2025-10-19,End of Contract,33,Yes
EMP40079,2025-07-16,Better Opportunity,20,Yes
EMP40142,2025-06-11,End of Contract,19,Yes
EMP40144,2025-11-09,Better Opportunity,27,Yes
EMP40173,2024-10-12,Family Reasons,16,Yes
EMP40194,2022-07-03,Better Opportunity,43,Yes
EMP40195,2023-07-11,Family Reasons,35,Yes
EMP40197,2022-05-28,End of Contract,45,Yes
EMP40252,2025-09-19,End of Contract,33,Yes
EMP40256,2024-10-29,Family Reasons,25,Yes
EMP40266,2025-10-26,Better Opportunity,15,Yes
EMP40283,2025-05-12,Better Opportunity,28,Yes
EMP40289,2025-11-14,Family Reasons,17,Yes
EMP40299,2025-04-25,Better Opportunity,26,Yes
EMP40344,2025-05-09,Better Opportunity,28,Yes
EMP40359,2025-10-10,Better Opportunity,12,Yes
EMP40394,2023-07-19,Family Reasons,46,Yes
EMP40437,2023-08-30,End of Contract,42,Yes
EMP40441,2025-06-05,Work Conditions,15,No
EMP40458,2025-07-23,Salary Issues,46,No
EMP40475,2025-02-01,End of Contract,43,Yes
EMP40481,2024-10-28,Salary Issues,43,No
EMP40484,2024-05-16,Better Opportunity,24,Yes
EMP40493,2024-03-25,Better Opportunity,33,Yes
EMP40501,2024-04-17,Family Reasons,39,Yes
EMP40503,2024-09-01,Better Opportunity,28,Yes
EMP40521,2024-12-09,Salary Issues,24,No
EMP40531,2024-10-28,End of Contract,21,Yes
EMP40539,2025-06-26,End of Contract,26,Yes
EMP40546,2023-05-29,Salary Issues,33,No
EMP40576,2025-10-19,End of Contract,8,Yes
EMP40586,2025-10-23,Salary Issues,8,No
EMP40587,2025-05-20,Work Conditions,10,No
EMP40593,2025-04-06,Better Opportunity,24,Yes
EMP40594,2025-10-06,Family Reasons,4,Yes
EMP40624,2022-11-05,Better Opportunity,42,Yes
EMP40627,2023-09-10,Family Reasons,28,Yes
EMP40631,2025-08-29,Better Opportunity,16,Yes
EMP40669,2025-11-10,End of Contract,11,Yes
EMP40678,2024-05-22,End of Contract,26,Yes
EMP40684,2024-02-24,Salary Issues,28,No
EMP40703,2025-07-02,Better Opportunity,14,Yes
EMP40742,2024-07-09,Family Reasons,17,Yes
EMP40752,2025-06-16,Better Opportunity,7,Yes
EMP40772,2024-03-07,Better Opportunity,39,Yes
EMP40781,2024-11-09,Salary Issues,16,No
EMP40793,2025-10-24,End of Contract,3,Yes
EMP40805,2025-06-12,Salary Issues,6,No
EMP40823,2025-06-09,End of Contract,10,Yes
EMP40831,2025-10-21,Salary Issues,35,No
EMP40847,2023-06-10,Family Reasons,39,Yes
EMP40857,2025-08-26,Health Issues,10,No
EMP40877,2024-06-23,Better Opportunity,39,Yes
EMP40880,2025-09-10,Family Reasons,7,Yes
EMP40885,2024-02-14,Family Reasons,34,Yes
EMP40908,2023-11-15,Better Opportunity,27,Yes
EMP40912,2025-02-03,Better Opportunity,18,Yes
EMP40920,2025-04-24,Salary Issues,41,No
EMP40922,2025-02-26,Better Opportunity,30,Yes
EMP40928,2024-08-26,Better Opportunity,20,Yes
EMP40929,2023-09-20,Better Opportunity,29,Yes
EMP40939,2024-06-05,Better Opportunity,36,Yes
EMP40941,2024-07-07,Family Reasons,27,Yes
EMP40976,2025-09-18,Salary Issues,12,No
EMP40987,2024-10-03,Better Opportunity,24,Yes
EMP40997,2024-08-19,Work Conditions,23,No
EMP40998,2023-03-20,End of Contract,38,Yes
EMP41007,2023-08-15,Better Opportunity,29,Yes
EMP41034,2025-01-03,Salary Issues,35,No
EMP41065,2023-04-01,Health Issues,38,No
EMP41071,2025-03-29,Family Reasons,12,Yes
EMP41083,2025-08-31,Salary Issues,24,No
EMP41090,2025-01-15,End of Contract,23,Yes
EMP41097,2025-08-29,Better Opportunity,18,Yes
EMP41120,2025-04-30,Work Conditions,16,No
EMP41130,2024-11-15,End of Contract,32,Yes
EMP41145,2024-03-19,End of Contract,30,Yes
EMP41152,2022-07-27,Better Opportunity,45,Yes
EMP41159,2025-09-18,Family Reasons,9,Yes
EMP41173,2025-01-18,Better Opportunity,22,Yes
EMP41182,2025-05-14,Salary Issues,14,No
EMP41190,2025-05-29,Health Issues,11,No
EMP41193,2025-08-26,Salary Issues,16,No
EMP41201,2025-09-05,Work Conditions,9,No
EMP41202,2023-12-14,Family Reasons,28,Yes
EMP41212,2025-02-09,Salary Issues,42,No
EMP41222,2025-10-26,Better Opportunity,3,Yes
EMP41231,2025-08-20,End of Contract,8,Yes
EMP41248,2024-06-23,End of Contract,28,Yes
EMP41250,2025-02-01,End of Contract,34,Yes
EMP41257,2025-07-19,End of Contract,21,Yes
EMP41272,2024-01-25,End of Contract,46,Yes
EMP41297,2023-01-05,End of Contract,39,Yes
EMP41309,2024-04-21,Family Reasons,30,Yes
EMP41322,2025-02-09,End of Contract,10,Yes
EMP41332,2025-04-14,Better Opportunity,18,Yes
EMP41335,2025-04-04,Better Opportunity,8,Yes
EMP41359,2023-10-03,Terminated,45,No
EMP41370,2025-05-22,Salary Issues,46,No
EMP41388,2023-05-14,End of Contract,34,Yes
EMP41391,2025-03-23,Better Opportunity,9,Yes
EMP41415,2025-05-26,Family Reasons,22,Yes
EMP41418,2023-02-11,End of Contract,40,Yes
EMP41431,2025-05-14,End of Contract,8,Yes
EMP41445,2025-01-21,Terminated,11,No
EMP41449,2023-10-27,Better Opportunity,35,Yes
EMP41453,2025-06-17,Better Opportunity,7,Yes
EMP41460,2024-09-04,Better Opportunity,43,Yes
EMP41491,2024-11-28,Better Opportunity,13,Yes
EMP41494,2025-01-30,Better Opportunity,44,Yes
EMP41498,2024-07-04,Better Opportunity,24,Yes
EMP41506,2024-12-02,Salary Issues,31,No
EMP41521,2024-11-21,End of Contract,42,Yes
EMP41522,2025-05-07,Terminated,13,No
EMP41529,2024-05-27,End of Contract,29,Yes
EMP41569,2025-07-05,Work Conditions,24,No
EMP41570,2025-10-10,Work Conditions,6,No
EMP41588,2024-11-02,Better Opportunity,32,Yes
EMP41627,2025-03-14,Salary Issues,30,No
EMP41657,2025-06-03,Better Opportunity,18,Yes
EMP41661,2024-05-18,Better Opportunity,38,Yes
EMP41671,2024-04-04,Better Opportunity,21,Yes
EMP41676,2025-05-06,Health Issues,11,No
EMP41689,2025-05-02,Better Opportunity,39,Yes
EMP41699,2025-09-24,End of Contract,19,Yes
EMP41702,2024-07-24,Better Opportunity,26,Yes
EMP41707,2025-01-16,End of Contract,24,Yes
EMP41729,2025-03-31,Better Opportunity,42,Yes
EMP41737,2023-09-25,End of Contract,33,Yes
EMP41742,2025-02-05,End of Contract,19,Yes
EMP41750,2023-12-13,Better Opportunity,27,Yes
EMP41781,2022-10-29,Better Opportunity,44,Yes
EMP41786,2025-11-12,End of Contract,3,Yes
EMP41794,2025-02-20,End of Contract,42,Yes
EMP41795,2025-02-17,Better Opportunity,45,Yes
EMP41843,2025-09-18,End of Contract,22,Yes
EMP41866,2025-10-31,Family Reasons,3,Yes
EMP41880,2025-07-05,Health Issues,19,No
EMP41905,2025-07-31,End of Contract,10,Yes
EMP41906,2024-07-12,Better Opportunity,18,Yes
EMP41915,2025-03-13,Better Opportunity,12,Yes
EMP41966,2024-09-16,Family Reasons,19,Yes
EMP41979,2024-11-23,Better Opportunity,21,Yes
EMP41991,2023-08-28,End of Contract,29,Yes
EMP41996,2024-09-23,Family Reasons,33,Yes
EMP42010,2025-07-17,Better Opportunity,22,Yes
EMP42011,2023-10-18,Terminated,38,No
EMP42028,2025-08-29,Family Reasons,7,Yes
EMP42035,2023-07-09,Better Opportunity,31,Yes
EMP42066,2025-01-09,Better Opportunity,18,Yes
EMP42072,2023-07-28,End of Contract,42,Yes
EMP42073,2022-04-27,Salary Issues,44,No
EMP42078,2025-06-01,Family Reasons,39,Yes
EMP42087,2024-10-17,Health Issues,29,No
EMP42089,2024-09-18,End of Contract,15,Yes
EMP42099,2025-09-06,Health Issues,4,No
EMP42110,2025-03-09,Better Opportunity,32,Yes
EMP42116,2025-08-28,Health Issues,20,No
EMP42121,2025-06-01,Better Opportunity,8,Yes
EMP42130,2024-10-06,End of Contract,37,Yes
EMP42135,2024-04-22,Better Opportunity,32,Yes
EMP42137,2023-09-21,Family Reasons,40,Yes
EMP42169,2025-03-21,End of Contract,16,Yes
EMP42170,2024-05-06,Salary Issues,22,No
EMP42171,2024-05-20,End of Contract,40,Yes
EMP42187,2022-06-30,Salary Issues,46,No
EMP42192,2025-08-23,Family Reasons,5,Yes
EMP42204,2024-04-05,End of Contract,23,Yes
EMP42233,2022-06-30,Better Opportunity,46,Yes
EMP42234,2025-05-15,Better Opportunity,8,Yes
EMP42283,2025-08-14,Better Opportunity,11,Yes
EMP42292,2025-03-26,Work Conditions,16,No
EMP42295,2023-09-21,Work Conditions,35,No
EMP42336,2025-09-06,Family Reasons,3,Yes
EMP42341,2025-10-17,Salary Issues,3,No
EMP42355,2025-10-02,Salary Issues,10,No
EMP42359,2025-10-02,End of Contract,7,Yes
EMP42384,2025-04-02,Better Opportunity,25,Yes
EMP42391,2025-06-29,Family Reasons,8,Yes
EMP42412,2025-06-08,Health Issues,16,No
EMP42418,2025-02-04,Salary Issues,31,No
EMP42454,2024-10-14,End of Contract,23,Yes
EMP42455,2023-04-10,Salary Issues,32,No
EMP42469,2025-06-24,End of Contract,14,Yes
EMP42471,2024-09-30,Salary Issues,39,No
EMP42476,2022-11-04,End of Contract,38,Yes
EMP42491,2023-12-12,End of Contract,33,Yes
EMP42503,2023-05-13,Better Opportunity,43,Yes
EMP42509,2024-11-25,End of Contract,22,Yes
EMP42525,2024-07-01,Salary Issues,22,No
EMP42530,2023-08-11,Better Opportunity,32,Yes
EMP42533,2024-07-25,Family Reasons,21,Yes
EMP42579,2025-08-24,Better Opportunity,21,Yes
EMP42581,2025-08-05,Better Opportunity,39,Yes
EMP42588,2024-10-14,Better Opportunity,21,Yes
EMP42656,2025-11-06,Salary Issues,9,No
EMP42664,2025-05-19,Terminated,21,No
EMP42665,2025-09-13,Better Opportunity,12,Yes
EMP42666,2024-09-02,Better Opportunity,38,Yes
EMP42676,2024-12-28,Salary Issues,35,No
EMP42708,2025-02-01,End of Contract,46,Yes
EMP42727,2025-11-05,Better Opportunity,5,Yes
EMP42728,2025-10-13,Better Opportunity,9,Yes
EMP42733,2024-06-23,End of Contract,44,Yes
EMP42738,2025-01-27,Better Opportunity,30,Yes
EMP42742,2025-11-07,Work Conditions,29,No
EMP42746,2023-11-10,Better Opportunity,44,Yes
EMP42748,2023-12-07,Better Opportunity,38,Yes
EMP42771,2024-12-01,Better Opportunity,32,Yes
EMP42772,2025-08-24,End of Contract,5,Yes
EMP42785,2025-01-26,Better Opportunity,32,Yes
EMP42786,2025-11-02,End of Contract,24,Yes
EMP42792,2023-12-20,End of Contract,40,Yes
EMP42804,2025-10-31,Better Opportunity,3,Yes
EMP42808,2024-12-29,Family Reasons,15,Yes
EMP42810,2025-07-17,Better Opportunity,17,Yes
EMP42829,2025-11-14,End of Contract,21,Yes
EMP42843,2025-08-26,Better Opportunity,23,Yes
EMP42847,2024-05-23,Family Reasons,23,Yes
EMP42865,2024-08-30,Family Reasons,34,Yes
EMP42867,2025-02-19,Better Opportunity,43,Yes
EMP42876,2025-06-24,Better Opportunity,18,Yes
EMP42882,2023-04-05,End of Contract,46,Yes
EMP42891,2025-01-25,Health Issues,38,No
EMP42901,2024-08-16,Better Opportunity,42,Yes
EMP42905,2023-05-05,Better Opportunity,38,Yes
EMP42922,2024-02-13,End of Contract,32,Yes
EMP42937,2024-10-13,Better Opportunity,14,Yes
EMP42954,2022-09-19,Better Opportunity,40,Yes
EMP42981,2023-08-16,End of Contract,44,Yes
EMP42986,2024-02-07,Better Opportunity,42,Yes
EMP42989,2025-07-23,Better Opportunity,32,Yes
EMP43014,2023-11-15,End of Contract,27,Yes
EMP43019,2025-03-06,End of Contract,22,Yes
EMP43042,2024-05-11,Family Reasons,26,Yes
EMP43087,2023-01-21,Family Reasons,46,Yes
EMP43105,2025-07-14,Salary Issues,24,No
EMP43142,2025-09-12,End of Contract,3,Yes
EMP43146,2023-11-18,End of Contract,47,Yes
EMP43158,2025-10-26,Family Reasons,3,Yes
EMP43164,2025-09-16,End of Contract,22,Yes
EMP43178,2024-07-19,Salary Issues,32,No
EMP43207,2023-12-08,Terminated,44,No
EMP43218,2025-01-26,Better Opportunity,15,Yes
EMP43251,2024-09-09,End of Contract,36,Yes
EMP43258,2024-09-18,Family Reasons,28,Yes
EMP43266,2024-05-10,End of Contract,25,Yes
EMP43277,2022-12-16,End of Contract,41,Yes
EMP43317,2025-08-17,Better Opportunity,31,Yes
EMP43319,2024-08-21,Family Reasons,31,Yes
EMP43323,2025-03-14,End of Contract,10,Yes
EMP43348,2025-07-22,Better Opportunity,6,Yes
EMP43359,2025-02-23,Better Opportunity,12,Yes
EMP43365,2024-06-09,End of Contract,20,Yes
EMP43370,2025-02-24,Better Opportunity,10,Yes
EMP43394,2024-11-15,Salary Issues,46,No
EMP43420,2024-04-12,Better Opportunity,30,Yes
EMP43425,2025-04-19,Better Opportunity,45,Yes
EMP43430,2023-12-19,Better Opportunity,41,Yes
EMP43435,2023-06-30,End of Contract,40,Yes
EMP43450,2025-01-15,End of Contract,31,Yes
EMP43488,2025-10-11,End of Contract,15,Yes
